"CRN","AXLE_CNT","CARGO_BD_TYPE","CARRIER_ADDR_1","CARRIER_ADDR_2","CARRIER_ADDR_CITY","CARRIER_ADDR_STATE","CARRIER_ADDR_ZIP","CARRIER_NM","CARRIER_TEL","GVWR","HAZMAT_CD1","HAZMAT_CD2","HAZMAT_CD3","HAZMAT_CD4","HAZMAT_IND","HAZMAT_REL_IND1","HAZMAT_REL_IND2","HAZMAT_REL_IND3","HAZMAT_REL_IND4","ICC_NUM","OSIZE_LOAD_IND","PERMITTED","PUC_NUM","SPECIAL_SIZING1","SPECIAL_SIZING2","SPECIAL_SIZING3","SPECIAL_SIZING4","UNIT_NUM","USDOT_NUM","VEH_CONFIG_CD"
"2022068808","02","98","5913 BELDEN ST","","PHILADELPHIA","PA","19149","KENNY CALDERON","9999999999","014000","","","","","N","","","","","","","","","00","","","","2","","09"
"2022071507","99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","","","","","","N","","","","","","","","","00","","","","2","","13"
"2022031578","99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","","","","","","","","","","","","","","","00","","","","1","","13"
"2022068615","99","99","1234 MARKET STREET","","PHILADELPHIA","PA","19107","SEPTA","2155807800","016000","","","","","","","","","","","","","","00","","","","1","00008952","99"
"2022082361","02","1","3400 S LAWRENCE ST","","PHILADELPHIA","PA","19148","SAMUELS SEAFOOD","8005805810","025950","","","","","N","","","","","","","","","00","","","","1","00613963","03"
"2022084602","02","1","3400 S LAWRENCE ST","","PHILADELPHIA","PA","19148","SAMUAL AND SONS SEAFOOD","8005805810","025000","","","","","N","","","","","","","99","","00","","","","3","00613963","03"
"2022093469","99","98","1234 MARKET ST","","PHILADELPHIA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","","","","00","","","","1","","15"
"2022097781","02","8","2601 NAVISTAR DRIVE","","LISLE","IL","60532","DURHAM SCHOOL SERVICES LP","6308219059","019501","","","","","N","","","","","","","","","00","","","","2","00350651","12"
"2022105070","05","3","9090 OLD US 22","","BETHEL","PA","19507","BASHORE","7179338686","080000","","","","","N","","","","","","","02","A-00219429","00","","","","2","00250512","08"
"2022121357","02","99","100 S BROAD ST","","PHILADELPHIA","PA","19110","CITY OF PHILADELPHIA","2156831700","019500","","","","","N","","","","","","","","","00","","","","2","","09"
"2022123848","05","1","2300 WARRENVILLE RD UNIT 161","","DOWNERS GROVE","IL","60515","LINTRANS INC","8479997900","080000","","","","","N","","","","","","","01","","00","","","","2","01280389","08"
"2023000618","03","99","2 COOPER ST","","CAMDEN","NJ","08102","NFI  INTERACTIVE LOGISTICS LLC","4848322805","080000","","","","","N","","","","","","","","","00","","","","2","01486168","99"
"2023106009","02","8","600 VINE ST STE 1400","","CINCINNATI","OH","45202","FIRST STUDENT","5132412200","031000","","","","","N","","","","","","","","","00","","","","2","00191534","12"
"2022068618","03","98","12500 WEST CREEK PARKWAY","","RICHMOND","VA","23238","PERFORMANCE TRANSPORTATION LLC","6512826555","080000","","","","","N","","","","","","","","","00","","","","2","00270150","99"
"2022095567","99","99","UNK","","UNK","ZZ","99999","UNK","9999999999","","","","","","","","","","","","","","","00","","","","2","","99"
"2022098393","99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","","","","","","N","","","","","","","","","00","","","","1","","13"
"2022014768","99","99","UNK","","UNK","PA","99999","EPIC TRANSPORT SOLUTIONS LLC","9999999999","011000","","","","","","","","","","","","","","00","","","","2","","99"
"2022035807","99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","","","","","","","","","","","","","","","00","","","","1","","13"
"2022063122","99","2","2700 LOCH RAVEN RD","","BALTIMORE","MD","21218","CARROLL INDEPENDENT FUEL CO","4102351070","080000","","","","","N","","","","","","","99","","00","","","","1","00336632","08"
"2022072296","99","99","UNK","","PHILA","PA","19110","CITY OF PHILADELPHIA","9999999999","019500","","","","","","","","","","","","","","00","","","","1","","99"
"2022082718","02","2","7777 ESSINGTON AVE","","PHILADELPHIA","PA","19153","BENTLEY TRUCK SERVICES, INC","2159371044","033000","","","","","N","","","","","","","02","","00","","","","1","00338927","03"
"2022014567","99","99","UNK","","PHILA","PA","99999","PHILADELPHIA DRY ICE COMPANY L","9999999999","019500","","","","","","","","","","","","","","00","","","","1","","99"
"2022029240","99","99","UNK","","UNK","PA","99999","UNK","9999999999","011000","","","","","","","","","","","","","","00","","","","3","","99"
"2022037716","03","0","3400 EASTERN BLVD APT D10","","YORK","PA","17402","RS ROUTE STAR INC","2019817535","080000","","","","","N","","","","","","","02","","00","","","","2","03028495","07"
"2022043874","04","7","998 SHAVERTOWN ROAD","","GARNET VALLEY","PA","19060","SELECTIVE DISMANTLEMENT INC","6103618793","073280","","","","","N","","","","","","","","","00","","","","1","01317552","04"
"2022043874","05","98","7347 STATE RTE 147","","SUNBURY","PA","17801","ROY ADAMS AND SON INC","5702869698","080000","","","","","N","","","","","","","","A-00112882","00","","","","2","00215290","08"
"2022044057","05","2","300 LIONVILLE STATION ROAD","","CHESTER SPRINGS","PA","19425","PENN TANK LINES INC","8005373102","080000","3","","","","Y","1","","","","","","","","00","","","","2","00264473","08"
"2022068258","06","1","7230 MORGAN ROAD","","LIVERPOOL","NY","13090","RAYMOUR FURNITURE CO","2677735211","080000","","","","","N","","","","","","","99","","00","","","","3","00184983","08"
"2022093410","99","1","UNK","","HUNTINGDON VALLEY","PA","99999","SAFETY FIRST AMBULANCE LLC","9999999999","","","","","","N","","","","","","","","","00","","","","2","","99"
"2022044089","99","98","277 N KESWICK AVE","","GLENSIDE","PA","19038","HUMPTYS FOOD GROUP LLC","9999999999","","","","","","N","","","","","","","","","00","","","","2","","08"
"2022055742","02","0","100 CENTO BLVD.","","WEST DEPTFORD","NJ","08086","CENTO FINE FOODS INC","8568537800","033000","","","","","N","","","","","","","","","00","","","","1","00333078","09"
"2022117629","03","1","1000 FEDEX DR","","MOON TOWNSHIP","PA","15108","FEDEX","8004633339","080000","","","","","N","","","","","","","99","","00","","","","1","00265752","08"
"2022014758","05","2","P.O.BOX 602","","ELMER,","NJ","08318","L JAY'S LEASING INC","8563587555","080000","3","","","","Y","1","","","","","N","","","","","","","1","01854580","08"
"2022019674","99","98","UNK","","UNK","PA","19139","UNK","8000000000","023500","","","","","N","","","","","","","","","00","","","","1","99999999","99"
"2022056885","03","0","8962 ROUTE 104","","MT PLEASANT","PA","17853","IVAN P LAUVER &SON INC","5705392552","080000","","","","","N","","","","","","","99","","00","","","","2","00010760","04"
"2022075962","99","99","UNK","","UNK","PA","99999","LANSDOWNE CERT HOME INSPECTORS","9999999999","014000","","","","","","","","","","","","","","00","","","","2","","99"
"2022107023","05","6","4509 TAYLOR LN","","WARRENSVILLE HEIGHTS","OH","44128","RAPTOR AUTO TRANSPORT INC","2167167766","080000","","","","","N","","","","","","","","","00","","","","1","03268934","08"
"2022039373","02","3","PO BOX 488","","MICKELTON","NJ","08056","ATLAS FLASHER AND SUPPLY","8564233333","026000","","","","","N","","","","","","","01","","00","","","","2","01041480","03"
"2022051972","02","1","6010 CASOR AV","","PHILADELPHIA","PA","19149","DON PEDRO MEATS MARKET INC","2156178922","025950","","","","","N","","","","","","","","","00","","","","2","02883537","09"
"2022063660","","0","2700 W CUMBERLAND ST","","LEBANON","PA","17042","CO CALICO","7172734535","025995","","","","","","","","","","","","","A-2290593","00","","","","2","02265825","00"
"2022083517","99","8","1234 MARKET","","PHILA","PA","19107","SEPTA","9999999999","","","","","","","","","","","","","","","00","","","","1","","13"
"2023008140","99","5","250 PEHLE SUITE 503","","SADDLE BROOK","NJ","07663","EASTERN CONCRETE MATERIALS","2017977979","073280","","","","","N","","","","","","","","","00","","","","1","00237235","09"
"2022004218","02","99","100 SOUTH BROAD STREET","","PHILADELPHIA","PA","19110","CITY OF PHILADELPHIA","9999999999","019500","","","","","","","","","","","","","","00","","","","2","","99"
"2022074611","03","8","7559 WALTON DR","","ROCKFORD","IL","61108","COACH LEASING INC","7186400706","062000","","","","","N","","","","","","","","A-6412531","00","","","","3","01759030","13"
"2022086932","02","1","512 BROADWAY 1ST FLOOR","","ELIZABETH","NJ","07206","MOZZOTE TRANSPORT LLC","2019938119","025995","","","","","N","","","","","","","99","","00","","","","4","01312119","03"
"2022115932","99","99","725 E ERIE AVE","","PHILA","PA","19134","LIBERTY COCA COLA BEVERAGE LLC","2154274977","999999","","","","","N","","","","","","","","","00","","","","1","03039537","08"
"2022037915","99","99","UNK","","UNK","IN","99999","BRINKS INC","9999999999","","","","","","","","","","","","","","","00","","","","1","","99"
"2022050867","99","99","UNK","","PHILA","PA","99999","TAYLOR ELITE TRANSPORTATION LL","9999999999","017950","","","","","","","","","","","","","","00","","","","1","","99"
"2022054763","99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","","","","","","N","","","","","","","","","00","","","","1","","13"
"2022061997","05","98","7500 LINDBERGH BOULEVARD","","PHILADELPHIA","PA","19176","USPS","2157494376","080000","","","","","N","","","","","","","99","","00","","","","3","","08"
"2022071660","03","3","12089 N 200 W","","MILFORD","IN","46542","MAX TRANSPORT LLC","5137777782","080000","","","","","N","","","","","","","","","00","","","","1","01646749","08"
"2022112404","99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","","","","","","N","","","","","","","","","00","","","","3","","13"
"2022118584","99","99","UNK","","UNK","PA","99999","MV HOMES INC","9999999999","050000","","","","","","","","","","","","","","00","","","","2","","99"
"2023000067","03","1","1444 BLAIRS BRIDGE RD","","LITHIA SPRINGS","GA","30122","WERNER ENTERPRISES INC","7707393600","046000","","","","","N","","","","","","","02","","00","","","","2","00053467","08"
"2023000067","03","98","210 ESSEX AVE EAST","","AVENEL","NJ","07001","DANA TRANSPORT INC","7327509100","080000","","","","","N","","","","","","","02","","00","","","","3","00149776","08"
"2022010836","02","8","600 VINE ST","","CINCINNATI","OH","452022400","FIRST TRANSIT INC","2153653477","041600","","","","","N","","","","","","","","","00","","","","2","00019445","15"
"2022023765","99","6","4000 INDUSTRIAL ROAD","","HARRISBURG","PA","17110","THE SYGMA NETWORK, INC.","7172082195","012500","","","","","N","","","","","","","","","00","","","","2","00014811","05"
"2022039501","03","99","1415 NEAL ST","","COKOEVILLE","TN","385023166","AVERITT EXPRESS INC","8002837488","080000","","","","","N","","","","","","","02","","00","","","","2","00036684","08"
"2022055628","99","99","UNK","","UNK","PA","99999","UNK","9999999999","014500","","","","","N","","","","","","","","","00","","","","1","","99"
"2022063056","99","8","UNK","","UNK","ZZ","99999","UNK","9999999999","","","","","","N","","","","","","","","","00","","","","2","","10"
"2022089256","06","3","P O BOX 321","","QUARRYVILLE","PA","17566","DAVID M HOLZHAUER AND ROBERT J W","7177862178","080000","","","","","N","","","","","","","","","00","","","","1","00450818","08"
"2022004287","02","1","240 SPRING GARDEN STREET","","PHILADELPHIA","PA","19123","CITY OF PHILADELPHIA","9999999999","","","","","","","","","","","","","","","00","","","","1","","03"
"2022037952","99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","","","","","","","","","","","","","","","00","","","","2","","13"
"2022062300","99","99","UNK","","UNK","PA","99999","PENNDOT","9999999999","058400","","","","","","","","","","","","","","00","","","","2","","99"
"2022071493","99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","","","","","","N","","","","","","","","","00","","","","2","","13"
"2022104145","02","1","449 WILLIAMSON CT","","LANSDALE","PA","19446","SDM TRUCKING LLC","2159710484","026000","","","","","N","","","","","","","","","00","","","","1","03786139","03"
"2022105798","03","0","9201 RIVER RD","","PENNSAUKEN","NJ","08110","ELITE EXPRESS","8566638844","080000","","","","","N","","","","","","","","","00","","","","1","00751209","07"
"2022113594","05","7","433 PASSMORE ST","","PHILADELPHIA","PA","19111","W. GUERRA TRANSPORTATION","2158477909","080000","","","","","N","","","","","","","","","00","","","","1","01881484","08"
"2022017610","99","99","UNK","","UNK","ZZ","99999","UNK","9999999999","","","","","","","","","","","","","","","00","","","","2","","99"
"2022070347","02","99","940 MILLER AVE.","","CROYDON","PA","19021","ASEPSIS INC.","9999999999","012500","","","","","N","","","","","","","","","00","","","","3","","03"
"2022071060","05","98","43028 RUNDLE TERRACE","","LEESBURG","VA","20176","DEO TRANSPORT CORP","8778961692","080000","","","","","N","","","","","","","02","","00","","","","2","03161126","08"
"2022121794","99","99","UNK","","UNK","PA","99999","S&M TOWING COMPANY","9999999999","021000","","","","","N","","","","","","","","","00","","","","3","","99"
"2022124546","99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","","","","","","N","","","","","","","","","00","","","","2","","13"
"2022029279","99","99","UNK","","UNK","ZZ","99999","UNK","9999999999","","","","","","","","","","","","","","","00","","","","1","","99"
"2022043963","02","8","1234 MARKET ST","","PHILADELPHIA","PA","191073780","SOUTHEASTERN PENNSYLVANIA TRANSP","2155808100","014000","","","","","N","","","","","","","","","00","","","","1","00010206","10"
"2022046792","99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","","","","","","N","","","","","","","","","00","","","","1","","13"
"2022087402","03","6","1851 CATHAY ST","","GLENDALE","CA","91208","K TAHOE TRUCKING INC","3233710071","052000","","","","","","","","","","","","","","00","","","","1","00705837","04"
"2022091591","99","3","11 DOUGLAS CT","","STERLING","VA","201669461","AL'S TOWING & STORAGE INC","7037901156","033000","","","","","N","","","","","","","01","","00","","","","1","00589280","05"
"2022094150","02","1","7248 MORGAN RD","","LIVERPOOL","NY","13090","RAYMOUR AND FLANIGAN FURNITURE C","3154532572","026000","","","","","N","","","","","","","","","00","","","","1","00184983","09"
"2022098063","99","99","UNK","","UNK","PA","99999","UNK","9999999999","011030","","","","","","","","","","","","","","00","","","","1","","99"
"2022113492","02","1","2119 CENER SQUARE ROAD","","SWEDESBORO","NJ","08085","PRODUCE JUNCTION INC","8562411250","033000","","","","","N","","","","","","","99","","00","","","","2","00548664","00"
"2023009754","99","99","UNK","","UNK","DE","99999","UNK","9999999999","","","","","","","","","","","","","","","00","","","","1","","99"
"2022048411","02","8","6520 KINGSESSING AVE","","PHILADELPHIA","PA","19142","WINSTON WRIGHT","2159004469","029800","","","","","N","","","","","","","","","00","","","","1","02102503","12"
"2022058180","99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","","","","","","","","","","","","","","","00","","","","2","","13"
"2022061413","99","99","UNK","","UNK","PA","99999","UNK","9999999999","","","","","","","","","","","","","","","00","","","","2","","99"
"2022084268","99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","","","","","","N","","","","","","","","","00","","","","1","","13"
"2022089258","99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","","","","","","","","","","","","","","","00","","","","2","","13"
"2022100426","02","5","2009 ELMWOOD AVE SUITE 101A","","SHARON HILL","PA","19079","TEUTONIC TRANSPORTATION LLC","8444652636","025950","","","","","N","","","","","","","","","00","","","","1","02526040","09"
"2022110991","99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","","","","","","N","","","","","","","","","00","","","","2","","13"
"2022117892","99","99","UNK","","UNK","ZZ","99999","UNK","9999999999","011000","","","","","N","","","","","","","","","00","","","","3","","99"
"2023003721","99","99","UNK","","UNK","TX","99999","EP EXPEDITED TRANSPORT LLC","9999999999","","","","","","","","","","","","","","","00","","","","2","","99"
"2022025056","99","99","UNK","","UNK","PA","99999","JMR IRONWORKKS LLC","9999999999","013000","","","","","","","","","","","","","","00","","","","2","","99"
"2022027039","04","99","8123 FARNSWORTH ST","","PHILADELPHIA","PA","19152","PAPA'S COLLAZO TRUCKING LLC","2678004277","073280","","","","","N","","","","","","","","","00","","","","1","02591451","09"
"2022038648","04","4","1250 CONSHOHOCKEN ROAD","","CONSHOHOCKEN","PA","19428","N ABBONIZIO CONTRACTORS","6102758540","073280","","","","","N","","","","","","","02","","00","","","","1","00674126","04"
"2022047170","99","99","UNK","","UNK","PA","99999","SHAWN CAR FLEET","9999999999","025999","","","","","","","","","","","","","","00","","","","2","","99"
"2022056508","03","98","2335 49TH ST","","PENNSAUKEN","NJ","08110","JP CROOKS ENTERPRISE LLC","5036538019","056600","","","","","N","","","","","","","02","","00","","","","2","01421480","08"
"2022063041","03","1","9100 PLAINFIELD ROAD STE 1","","BROOKEFIELD","IL","60513-2458","TPA CARGO SOLUTIONS","7738315105","080000","","","","","N","","","","","","","","","00","","","","1","03577306","08"
"2022103062","99","1","UNK","","HUNTINGDON VALLEY","PA","99999","MERCY AMBULANCE & EMS INC","9999999999","","","","","","N","","","","","","","","","00","","","","2","","99"
"2022105789","03","98","2435 E. WHEATSHEAF LANE","","PHILADELPHIA","PA","19137","S D RICHMOND SON'S INC.","7777777777","008000","","","","","N","","","","","","","","","00","","","","2","00036997","99"
"2022108056","05","1","PO BOX 672","","RUTHERFORDTON","NC","28139","FREIGHTWORKS TRANSPORT LLC","8282877277","080000","","","","","N","","","","","","","","","00","","","","1","02273658","08"
"2022108316","99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","","","","","","N","","","","","","","","","00","","","","2","","13"
"2023000342","99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","","","","","","N","","","","","","","","","00","","","","2","","13"
"2022019885","99","99","UNK","","UNK","PA","99999","ALONDRA INC","9999999999","026000","","","","","","","","","","","","","","00","","","","1","","99"
"2022068569","03","13","227 MCALPINE ST","","DURYEA","PA","18642","ALL ONE AUTO SERVICE INC","5704511111","054320","","","","","N","","","","","","","","","00","","","","1","03098114","04"
"2022070485","99","99","UNK","","PHILA","PA","99999","PHILA PARKING AUTHORITY","9999999999","016000","","","","","","","","","","","","","","00","","","","2","","99"
"2022070485","03","4","EQUIP 136-2072 17TH &ARSENAL B","","HARRISBURG","PA","17120","PENNDOT","7174125300","058400","","","","","N","","","","","","","99","","00","","","","3","01362072","09"
"2022073685","05","2","8440 S TABLER RD","","MORRIS","IL","60450","A & R TRANSPORT INC","8005428058","080000","","","","","N","","","","","","","","","00","","","","1","00138986","08"
"2022076248","99","8","ONE PENN PLAZA","","EAST NEWARK","NJ","07105","NEW JERSEY TRANSIT","9734917000","026000","","","","","N","","","","","","","99","","00","","","","2","00005924","14"
"2022095573","99","1","UNK","","UNK","PA","99999","FED EX","9999999999","","","","","","","","","","","","","","","00","","","","1","","99"
"2022022126","99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","","","","","","","","","","00","","","","2","","13"
"2022032765","03","3","872 LEE HIGHWAY","","ROANOKE","VA","24019","LAWRENCE TRANSPORTATION SYSTEMS","5409664000","052000","","","","","N","","","","","","","02","","00","","","","2","00084337","08"
"2022066823","99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","","","","","","N","","","","","","","","","00","","","","1","","13"
"2022095011","99","98","100 S BROAD ST ST FL 3","","PHILA","PA","19110","CITY OF PHILA","9999999999","","","","","","","","","","","","","","","00","","","","2","","09"
"2022024243","04","1","600 GILLAM RD","","WILMINGTON","OH","45177","GREENWOOD MOTOR LINES INC","9373821494","073280","","","","","N","","","","","","","","","00","","","","2","00063391","08"
"2022049539","02","1","615 J B HUNT CORPORATE DRIVE","","LOWELL","AR","72745","J B HUNT TRANSPORT INC","4798200000","025999","","","","","N","","","","","","","","","00","","","","1","00080806","05"
"2022123005","05","1","1916 E 29TH STREET","","MARSHFIELD","WI","54449","ROEHL TRANSPORTATION","7155913795","080000","","","","","N","","","","","","","02","","00","","","","3","00074481","08"
"2022078772","02","3","228 BLACKWOOD BARNSBORO RD","","BLACKWOOD","NJ","08012","JPC GROUP INC","8562320400","040000","","","","","N","","","","","","","01","","00","","","","1","00979497","03"
"2022090892","04","4","908 N LENOLA RD","","MOORESTOOWN","NJ","08057","DOMINICK LOLLO & SON LLC","8563895410","080000","","","","","N","","","","","","","","","00","","","","2","00628806","09"
"2022121089","99","1","UNK","","PHILA","PA","99999","ROMED INC","9999999999","","","","","","N","","","","","","","","","00","","","","1","","99"
"2022014558","99","99","UNK","","UNK","PA","99999","BLUESTONE COMMUNICATIONS INC","9999999999","011000","","","","","","","","","","","","","","00","","","","1","","99"
"2022029229","99","99","UNK","","UNK","ZZ","99999","UNK","9999999999","","","","","","","","","","","","","","","00","","","","1","","99"
"2022036300","99","99","UNK","","UNK","PA","99999","SJA CONSTRUCTION INC","9999999999","073280","","","","","","","","","","","","","","00","","","","2","","99"
"2022038669","03","0","3049 CHIEF LANE","","INDIANAPOLIS","IN","46421","COWAN SYSTEMS LLC","4432971535","072000","","","","","N","","","","","","","02","","00","","","","2","00548880","04"
"2022072225","04","4","30 PRESTBURY SQ STE 311","","NEWARK","DE","19713","R&E EXCAVATION","3027505226","073280","","","","","N","","","","","","","","","00","","","","1","02156489","04"
"2022097576","99","99","UNK","","TREVOSE","PA","99999","MARBLE CONCEPTS LLC","9999999999","010800","","","","","","","","","","","","","","00","","","","1","","99"
"2022107166","02","1","5846 CROSSNGS BLVD","","ANTIOCH","TN","37013","KEYSTONE AUTOMOTIVE INDUSTRIES I","6127065317","014500","","","","","N","","","","","","","","","00","","","","1","00778752","09"
"2022108992","99","1","200 INDUSTRIAL HWY","","RIDLEY PARK","PA","99999","UPS","9999999999","","","","","","N","","","","","","","","","00","","","","1","","08"
"2022117068","99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","","","","","","N","","","","","","","","","00","","","","1","","13"
"2023003431","03","98","1853 WILLIAM PENN WAY P O BOX","","LANCASTER","PA","17601","HIGH TRANSIT LLC","7173904211","080000","","","","","N","","","","","","Y","99","","02","04","00","00","2","01664837","08"
"2023003684","03","4","17TH AND ARSENAL BLVD","","HARRISBURG","PA","17120","PENNDOT","2157831771","038000","","","","","N","","","","","","","02","","00","","","","2","00902072","04"
"2022027044","99","1","UNKNOWN","","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","","","","","","N","","","","","","U","","","","","","","1","99999999","04"
"2022036991","99","6","1975 RUTGERS UNIVERSITY BLVD","","LAKEWOOD","NJ","08701","ALL CHEMICAL TRANSPORT CORP","8004512436","","","","","","N","","","","","","","02","","00","","","","1","00217745","09"
"2022049518","99","99","UNK","","UNK","PA","99999","DANELLA RENTAL SYSTEMS INC","9999999999","016000","","","","","","","","","","","","","","00","","","","1","","99"
"2022058514","99","8","1234 MARKET","","PHILA","PA","19106","SEPTA","9999999999","","","","","","N","","","","","","","","","00","","","","2","","13"
"2022081991","02","7","100 S BROAD STREET","","PHILADELPHIA","PA","19110","CITY OF PHILADELPHILA","2156861776","024200","","","","","N","","","","","","","","","00","","","","1","","09"
"2022083625","99","99","UNK","","PHILA","PA","99999","CITY OF PHILA","9999999999","","","","","","","","","","","","","","","00","","","","1","","99"
"2023001272","99","8","1234 MARKET ST","","PHILADELPHIA","PA","19107","SEPTA TRANSIT","9999999999","999999","","","","","N","","","","","","","99","","00","","","","2","","13"
"2022010852","02","99","1919 E PACIFIC STREET","","PHILADELPHIA","PA","19134","SUDAIYAH REPO INC","9999999999","014000","","","","","","","","","","","","","","00","","","","2","","99"
"2022014625","02","8","1234 MARKET ST","","PHILADELPHIA","PA","19107","SOUTHEASTERN PENNSYLVANIA TRANSP","2155807800","044004","","","","","N","","","","","","","","","00","","","","2","00010206","13"
"2022015923","99","99","UNK","","HARRISBURG","PA","99999","VERIZON SERVICES CORP","9999999999","033000","","","","","","","","","","","","99","","00","","","","3","","99"
"2022037592","02","0","440 N. BROAD STREET","","PHILADELPHIA","PA","19130","SCHOOL DISTRICT BUS","9999999999","","","","","","N","","","","","","","","","00","","","","2","","12"
"2022041578","99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","","","","00","","","","1","","13"
"2022044724","99","8","1234 MARKET STREET","","PHILADELPHIA","PA","19107","SEPTA","2155807460","","","","","","N","","","","","","","","","00","","","","1","","13"
"2022055588","05","98","14507 FRONTIER ROAD","","OMAHA","NE","68138","WERNER ENTERPRISES INC","4028956640","080000","","","","","","","","","","","","","","00","","","","2","00053467","08"
"2022068746","99","99","UNK","","UNK","ZZ","99999","UNK","9999999999","","","","","","","","","","","","","","","00","","","","2","","99"
"2022069439","99","99","UNK","","UNK","ZZ","99999","UNK","9999999999","","","","","","","","","","","","","","","00","","","","1","","99"
"2022097780","02","8","440 N BROAD ST","","PHILADELPHIA","PA","19130","THE SCHOOL DISTRICT OF PHILA","9999999999","031300","","","","","N","","","","","","","","","00","","","","1","02057314","12"
"2022105365","02","1","100 S BROAD ST","","PHILA","PA","19110","CITY OF PHILA","9999999999","","","","","","N","","","","","","","","","00","","","","2","","03"
"2022047121","99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","","","","","","","","","","","","","","","00","","","","2","","13"
"2022047388","02","1","1393 W BALTIMORE PIKE","","WAWA","PA","19063-5699","WAWA INC","6103588701","033000","","","","","N","","","","","","","","","00","","","","2","00032945","09"
"2022062675","02","1","11690 NW 105TH ST","","MIAMI","FL","33178","RYDER TRUCK RENTAL","8004679337","026000","","","","","N","","","","","","","02","","00","","","","3","00016130","03"
"2022072563","99","8","1234 MARKET ST","","PHILADELPHIA","PA","19107","SEPTA","2155803100","044004","","","","","N","","","","","","","","","00","","","","2","00010206","13"
"2022073716","02","1","11401 ROOSEVELT BLVD","","PHILADELPHIA","PA","19154","UNITED REFRIGERATION INC","2156989100","032900","","","","","N","","","","","","","","","00","","","","2","00257749","09"
"2022085274","99","1","UNK","","UNK","PA","99999","UNK","9999999999","","","","","","N","","","","","","","","","00","","","","1","","99"
"2022114089","04","99","554 RAVINE ST.","","LANGHORNE","PA","19047","ATLANTIC PAVING CONTRACTORS","2159413832","073280","","","","","N","","","","","","","","","00","","","","1","02025372","99"
"2022114927","99","99","UNK","","TEMPLE","PA","99999","CHEJO S TRANSPORTATION INC","9999999999","073280","","","","","N","","","","","","","","","00","","","","1","","99"
"2022030804","99","8","3601 ISLAND AVE","","PHILA","PA","19153","SIXT RENT A CAR LLC","8887498227","012500","","","","","N","","","","","","","","","00","","","","2","","10"
"2022046421","99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","","","","","","","","","","","","","","","00","","","","1","","13"
"2022076512","02","98","4149 O ST.","","PHILADELPHIA","PA","19124","TT A TRUCKING","2159999999","080000","","","","","N","","","","","","","","","00","","","","4","03879723","99"
"2022091235","04","3","701 E FRONT STREET","","WILMINGTON","DE","19801","STEEL SUPPLIERS INC","3026545243","080000","","","","","N","","","","","","","02","","00","","","","1","00007704","08"
"2022095045","03","98","235 SWEET SPRING RD","","GLENMORE","PA","19343","NORTHWESTERN CHESTER COUNTY RENT","6104588578","030000","","","","","N","","","","","","","02","","00","","","","1","02796810","04"
"2022122661","03","0","1050 W SWEDESFORD","","BERWYN","PA","19312","PECO ENERGY CO","8004944000","033000","","","","","N","","","","","","","","","00","","","","3","00006612","04"
"2022052494","99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","","","","","","","","","","","","","","","00","","","","1","","13"
"2022074743","99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","","","","","","","","","","","","","","","00","","","","2","","13"
"2022095066","99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","","","","","","N","","","","","","","","","00","","","","1","","13"
"2022102948","99","8","3740 E THOMPSON ST","","PHILA","PA","19137","DURHAM SCHOOL SERVICES","9999999999","","","","","","N","","","","","","","","","00","","","","2","","12"
"2022105795","03","8","253 EDWARDS AVE","","CALVERTON","NY","11933","HJ OPCO LLC","6314885962","054000","","","","","N","","","","","","","","","00","","","","1","00225127","10"
